,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
4780f8fa9235da2f0f570d2acab619651,k__Bacteria,,,,,,,0.999946737
963779f09d9b3cd1789a44ecbeb74d9f1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__echinoides,0.921044779
1fe94e9cdc42a6e778aa97aa0f3a81d61,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Lacibacter, s__cauensis,0.817416852
b7ead18d848ccbfba6d5ad54d5ea1a19,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__, s__,0.956686409
af27a9abe76d7c8ccc5a98b70aa573761,k__Bacteria,,,,,,,0.996146475
450347176aa68350831cf335aae9d6961,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__,0.725761645
491f48c933d458471308585349cc1bdd,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__schindleri,0.940316875
fd91a3970af8b6db5db538f037c41a841,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.9905094
41b1f5687b46caff91dc1855de0094811,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__flexus,0.999905779
98098a9095067c99368f703fff79251c,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Roseomonas,,0.8737935
3b87939de0c94a36413a6c752cdaf4b31,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__,0.847337383
639a1e0fe9182acd1393b0271c348783,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii,0.82581603
7fbc8ce70ba08940ec79980ed73c92cf1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.993732831
dcecb16d647b9d799cce56fcf9f7feb61,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__,0.928999746
6b6a8d56b8d8c4dc98bf0c3235724fd51,k__Bacteria, p__[Thermi], c__Deinococci, o__Thermales, f__Thermaceae, g__Meiothermus, s__,0.997860235
b227494a73f8d0b8ab452811877f347d1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Leucobacter, s__,0.999811696
b98ad1c41d68ee75a445bb58770645651,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__,0.980373873
f1020293b0671d0fa253b19eb8db70761,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.999996819
a4efbe2f93e9182025b4743f9f68deaf1,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__,0.999981135
703d977d759417f4de1aedbc99c054d31,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales,,,,0.842385307
82da62ed5ad42ec3ca85211a69c4ec2b1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Veillonella,,0.999999991
a64c5c877900750d1de74b2341a976ca1,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.785505328
159c54164f70fa2efe941b55e543e5eb1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Friedmanniella, s__,0.99975433
433784b5f8f6d0c28217652e2c59a2e51,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales,,,,0.851227742
44d592389364dec530ea040ee208f3fd1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini,0.996860272
8bf7d1e89832387a921d9ee9327c0cf71,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__, s__,0.862570918
a82a5a7c35c28c40ed5a305f97da5279,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Lactococcus, s__,0.999912983
f17ad3f32035cb5d0c7bcc27452efa291,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.992772677
57a0c8e0bd4b466f139779bcf1fe8a0d1,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,,0.840716918
a0ed2f045acdcc40b5c225fa5ac3be9c,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__Caldicellulosiruptoraceae, g__Caldicellulosiruptor, s__saccharolyticus,0.999986733
5ce3053b429782d4ac9a54be146975ee,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.999118206
6cccfde93f356a15309930cfb640b2011,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Buchnera, s__,0.99999549
96a6ecd5b990c195a80c0bd3a6c512a2,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__,0.96146431
b0d64b28a33ff720ed0bc5dabe19d44a1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__,0.999995726
e69b0dd3b298f35f87f6506451f626471,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.77220628
23dd173b346c4eac8f98a7c9c3da87dc1,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Burkholderia, s__graminis,0.811796898
496002d2289c3af216ec6b3c01e3600b1,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Facklamia, s__,0.999929417
07909d629309eea7c00a5acd4b8df8d51,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.911392673
20e137beb3b9eb2473460caf03bd63871,k__Bacteria, p__Bacteroidetes,,,,,,0.735706014
a8c67cd3313541fc3c967ef7f3cb00e81,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.978307229
1c254ed7f6bba5ab9871e8304a0c6af91,k__Bacteria,,,,,,,0.983020669
35ebb23fe84c0964b29c334bbc8bf81f,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__,0.947386767
d2b72926058135faf416efcb112602d71,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__,0.999894109
e3d3bc8165e13ff394b2a2852a9cfeb21,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia, s__,0.999853525
f41afff95bc8544cae57b0ef2206d416,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Beijerinckia, s__,0.999369266
038c19c758f014edcffd6432a1b62cdd1,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae, g__Phormidium, s__,0.999489237
1d887fe6939d6f6e0612ec1c65a129f61,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__,0.967174368
21f47d8566f1a85aa2eb01ae34c69b95,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__,0.999998978
a8ad3a892e01538be425ebd1a901ca81,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium, s__adhaesivum,0.995617596
fd63cb0f7ea7c5c9cfe95c9403ce0598,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales, f__, g__, s__,0.986660843
594a3f728383a33b7501bac4d9189d871,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Actinoplanes, s__,0.89322955
6ae55b83472cdd49ec9f4fafba162bba1,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae,,,0.999947563
9062eae5d10f06a395d21867e0e327471,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__,0.99999945
f8c0646ef624b6fc9db89e95b7d9b6b81,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,,0.998874547
5d1a2de174ae85093051830d35b079d01,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Enhydrobacter, s__aerosaccus,0.979866301
d43bd731cac024d44c622677890cfb3d1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.998158285
2ffa95b2db159a9c2a82e3f524ecf83b1,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__,0.997819581
6721c56449298d7f58d2d065006efbc41,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.970362306
75e1b7ab255b5bbbb059b06b8bae7cc41,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Pontibacter, s__,0.989912483
3f9c50a3d0aa0ff146b3e95129f63fac,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,0.999264431
d9ba0488f3ae94a0ae293d2fd966a1c61,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__,0.925668199
f4c6e646b6de158ca18bf122f49a62261,k__Bacteria,,,,,,,0.999996292
ff2c51a69bbd166e2d89d4d337d48c711,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Gordoniaceae, g__Gordonia, s__,0.999155801
0f0677590c21b8a7d5d84768a33f17231,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Kaistobacter, s__,0.784162795
18f4dc0cb0c231233067ac61d5cc0ce41,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__mirabilis,0.798387311
13c1cf9e14de386c9c10a8c123394738,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Comamonas, s__,0.999683907
9c71bbe02d51f8a276f99326776f22b31,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,0.97399713
b4339c1dce0113387b06d7a618735b75,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Xanthomonas,,0.989513605
eba760208841b514d728d0fd698a79211,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.979095653
c19ab263bc9e9c4a2fc71950c2f79f5d,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.999998939
565d4b63d9e1c70219e40f3429c26b961,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.716279681
5932afff35e40c7f603170b709676b6a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales,,,,0.999969574
b82c3bdccf3c2a934c2eeae3ef7448161,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Williamsiaceae, g__Williamsia, s__,0.938814285
5877dbf05937dc1d83d13c0c4d0c74ff,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__guillouiae,0.99849978
8bd9a476c284388c974dfd675ac76008,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rubellimicrobium, s__,0.999981403
01f72e81064dd3a6bc28a769e3796e3b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.802574434
0eaab824d22cba258a6af5a4c4b4b7781,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__,0.893347513
37ec1eda42547b4cd222b492ae3a6f2f1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Actinoplanes, s__brasiliensis,0.873948833
a36adb3ef99261d3ed9708331c68aac4,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.996841243
e6cf43e2c0115427bdfbefe41b1453901,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Cupriavidus, s__,0.989918907
155d2dcb8f6217a37df9a977e6d0e9ae1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__,0.915253936
9724412b39214c328290df2c5a58f1c5,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__selenatarsenatis,0.998014868
9b0952f158a6a2b0d6a8f735cb3d995d1,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__iners,0.999997751
bffc770fd6c671ae23953c8bfb6522cb1,k__Bacteria,,,,,,,0.998586175
0ea64a52ce71a590ed6ff6ab3ca20bfa,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__,0.944689484
959cfff0a3b440b361871fe2bae5dc671,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,,0.95433778
e7df8a23bc77e66c41b53a3368ccd3c2,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__,0.999940569
eea49e7abbd997e8b5a8b49dd1ef8ce51,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.990911699
b35c48bd296246a6bc63413f50f7df46,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae, g__Ochrobactrum, s__pseudogrignonense,0.833822912
f82246d6191e2063f0e642890d91bf481,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__,0.995914966
9f4a6b0e32778db75a5c4ccdaba6b3761,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Weeksella, s__virosa,0.999999938
d4e8c5bb2796ba41895a7ccf3aa66516,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella,,0.742943364
f645a5ab3aae2f26eeb5c62307ed26a41,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.993174974
fe33f732533ef2680a8ef02a76a975421,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.8188907
18df4cb436c2a9bc90314405275aac011,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__,0.733540792
ed143929179f9fb664183f4d6361e8501,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,0.999998743
ffb3318bac39456fc3debf213ffcdca11,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Atopobium, s__vaginae,0.999998821
7fb1dd7c2321ec02edafee14160f35ad1,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__casseliflavus,0.865787624
0aeff77f468489cfa859f0c7daaa07951,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermacoccaceae, g__Dermacoccus, s__,0.974544627
2024c2e745ac4563e451cd00c0234a6f1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__,0.930393552
2483e57e122304ec280791559a6570e51,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,0.708676427
6801435ac2c43ba9cdf065809a5bd8871,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae,,,0.992868281
f7a391875161dadbed9bb7c1ab4fa4c41,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Pontibacter, s__,0.999929412
a07022d9d9c8628cf2c77215fdbe8f401,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Ornithinimicrobium, s__kibberense,0.884400788
d9570d9539fdd4401ddf32a8cdc1d8aa1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999818579
f074e5e4b67f7525679964ff15d8c2171,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Herbiconiux, s__flava,0.994889625
26520513c8b438b615a0e4f494e417491,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,0.984229286
69f40a2df8c10847989bae2bfc63c7221,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter, s__,0.911232693
37ff77653d58638e1fd409eabe49d6ed1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.989468941
9494d69f50f39bbc94a59f477710ddc31,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__,0.99967195
997c5b4e9f2479e9f77781ad7d7f5819,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__, s__,0.840247341
bce7515286aac344b564e263139859f61,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__,0.701216907
d01852bfff7ec4264cc504046c3bc4a2,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__,0.999994691
de6f51b730a2004c919d3d40518f7cba1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides,,0.949258386
efbb58b8095c4af7701ab186cf644cdc,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__[Roseiflexales], f__, g__, s__,0.833053456
3936b9ad12e41f1f1653460390c6d00a1,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae,,,0.992098469
59283e12bfd80ea09bb16714c60f1a5d1,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Dechloromonas,,0.945240468
59aa53de42321b399880e649f8be8c3f1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__, s__,0.9861115
8ee92df2d735843a2555f8d58e2b2a90,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Morganella,,0.999999175
10e0e5e9b1b0c50cf8de309d046bfb381,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__,0.989948949
3bd00d728ae191500fe55019495949231,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999998653
48365ade4b568553adeead2cc03d385a1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii,0.851692311
e12286bd67b5030032ddd5c8625f4fd71,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Schlegelella, s__,0.998595555
81f5819ed9b87f5a52fa0e7f1dfe61a01,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Kocuria, s__rhizophila,0.994118477
943ef4efe3f5cfe7c0a44361880ac451,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides,,0.990659339
0b7c64c893d6c5e9ee8e41e21ae9e74c,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__aureus,0.93923563
1e603807077881d75e5b9db0856e91411,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae, g__Brachybacterium, s__,0.914178758
4c5b89d9bcbf43f5a363d9be9294c1ab1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.993165
5825bc7a1c4309656563f6b1c6b3c8ab1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae, g__Bifidobacterium, s__thermacidophilum,0.997375889
82b914c7f2b9548477b9a5c90170d3b3,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Rickettsia, s__Rickettsia endosymbiont of Deronectes platynotus,0.994802652
95e6efa2964fecf136a01dfa474f664a1,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.94126599
b6162cf4532f2cf916292be756735f00,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Roseomonas, s__mucosa,0.999638685
fc7dd91fd14c0f0884f596313fe358d01,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__Bosea, s__genosp.,0.914996423
594ca9bc2e0264ad0d1f750c3f8b0ef21,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__,0.998984618
5e4ccb52eee1ae091d78c5b02e4a8ac2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.99738005
939eaf149ac6db4f48d0bb9b36828e931,k__Bacteria, p__Cyanobacteria,,,,,,0.993264412
0170f1aeb197ee55402725b54ccd50431,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__,0.894823019
13b0d3b4e322efa856955def447b93b51,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__,0.999737924
1b4dec97a7edc49a730d62e94af0555d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium, s__stygium,0.905872954
36d71f92a2e56719fe35dba277e0e2291,k__Bacteria, p__Armatimonadetes, c__Armatimonadia, o__Armatimonadales, f__Armatimonadaceae, g__, s__,0.998425701
ae0d50250341680b158ab999a6515cc61,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae,,,,,0.704676115
2b2a6753e6d488630afaee891673b3e61,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Pseudoclavibacter, s__bifida,0.998363064
4d31ee0f392eb734a48be34bb06d61841,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__,0.991009218
85afc226245c00ef41e00d60e593388f1,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__[Chromatiaceae], g__Rheinheimera, s__,0.998822538
cb6ae151e65f4b580e97646c51329e19,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia, s__aerilata,0.812163111
8587bfb4808b418da7118a2ee57daec51,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.970311557
f214e4e195a925137fd8121da38646bb,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Kineosporiaceae, g__Kineococcus, s__,0.998643604
8cea2ae1bb720700376d627a9f6710641,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.994398098
5311528394b79000416d7277bf5ff2931,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.992209795
6e892e4070fe735b397bc536001230851,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae,,,0.705455695
6fcc785ea534266e885f178f6451e3f9,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999976991
012cee0d4aca6e889e0819ff1e45337a1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.99999859
2935c9fd1c96debd450823ad2a2eec8d1,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.999986241
3d4ea4615e31c14ff59ae7da159321121,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.986501425
4c8607623140c64f93399c49a4ac424a1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.978214852
526817fd890b11f7420b7ef854525bdb1,k__Bacteria, p__Chlorobi, c__, o__, f__, g__, s__,0.99815865
5dcfda72c0016d42c8d07369dad18ae91,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__stationis,0.999966491
077b6220abb2856ec4c778e198717496,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Rothia, s__aeria,0.995765599
24e13e35e145188c47b292bea9b0195a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__,0.930378837
a38dd215985334412cf89457ea0f49ae1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999942797
